1.5	-2.4
1.525	-2.3564
1.55	-2.3129
1.575	-2.2693
1.6	-2.2258
1.625	-2.1824
1.65	-2.1391
1.675	-2.096
1.7	-2.0531
1.725	-2.0106
1.75	-1.9685
1.775	-1.9269
1.8	-1.886
1.825	-1.8457
1.85	-1.8063
1.875	-1.7677
1.9	-1.7302
1.925	-1.6937
1.95	-1.6584
1.975	-1.6245
2	-1.592
2.025	-1.5611
2.05	-1.532
2.075	-1.5049
2.1	-1.48
2.125	-1.4577
2.15	-1.4382
2.175	-1.4221
2.2	-1.4096
2.225	-1.4016
2.25	-1.3988
2.275	-1.4021
2.3	-1.413
2.325	-1.4331
2.35	-1.4651
2.375	-1.5127
2.4	-1.5818
2.425	-1.6824
2.45	-1.8343
2.475	-2.0721
2.5	-2.4
