3	-4.8
3.0025	-4.797
3.005	-4.7941
3.0075	-4.7911
3.01	-4.7882
3.0125	-4.7852
3.015	-4.7823
3.0175	-4.7793
3.02	-4.7763
3.0225	-4.7734
3.025	-4.7704
3.0275	-4.7675
3.03	-4.7645
3.0325	-4.7615
3.035	-4.7585
3.0375	-4.7556
3.04	-4.7526
3.0425	-4.7496
3.045	-4.7466
3.0475	-4.7436
3.05	-4.7407
3.0525	-4.7377
3.055	-4.7347
3.0575	-4.7317
3.06	-4.7287
3.0625	-4.7257
3.065	-4.7227
3.0675	-4.7197
3.07	-4.7166
3.0725	-4.7136
3.075	-4.7106
3.0775	-4.7076
3.08	-4.7045
3.0825	-4.7015
3.085	-4.6985
3.0875	-4.6954
3.09	-4.6924
3.0925	-4.6894
3.095	-4.6863
3.0975	-4.6832
3.1	-4.6802
3.1025	-4.6771
3.105	-4.6741
3.1075	-4.671
3.11	-4.6679
3.1125	-4.6649
3.115	-4.6618
3.1175	-4.6587
3.12	-4.6556
3.1225	-4.6526
3.125	-4.6495
3.1275	-4.6464
3.13	-4.6433
3.1325	-4.6402
3.135	-4.6371
3.1375	-4.634
3.14	-4.631
3.1425	-4.6279
3.145	-4.6248
3.1475	-4.6217
3.15	-4.6186
3.1525	-4.6155
3.155	-4.6124
3.1575	-4.6093
3.16	-4.6062
3.1625	-4.6031
3.165	-4.6
3.1675	-4.5969
3.17	-4.5938
3.1725	-4.5907
3.175	-4.5876
3.1775	-4.5845
3.18	-4.5814
3.1825	-4.5783
3.185	-4.5752
3.1875	-4.5721
3.19	-4.569
3.1925	-4.5659
3.195	-4.5629
3.1975	-4.5598
3.2	-4.5567
3.2025	-4.5536
3.205	-4.5505
3.2075	-4.5475
3.21	-4.5444
3.2125	-4.5413
3.215	-4.5383
3.2175	-4.5352
3.22	-4.5322
3.2225	-4.5292
3.225	-4.5262
3.2275	-4.5232
3.23	-4.5202
3.2325	-4.5172
3.235	-4.5142
3.2375	-4.5112
3.24	-4.5082
3.2425	-4.5051
3.245	-4.5022
3.2475	-4.4992
3.25	-4.4961
3.2525	-4.4931
3.255	-4.4902
3.2575	-4.4871
3.26	-4.4842
3.2625	-4.4812
3.265	-4.4782
3.2675	-4.4752
3.27	-4.4722
3.2725	-4.4692
3.275	-4.4662
3.2775	-4.4632
3.28	-4.4603
3.2825	-4.4573
3.285	-4.4543
3.2875	-4.4513
3.29	-4.4483
3.2925	-4.4453
3.295	-4.4424
3.2975	-4.4394
3.3	-4.4364
3.3025	-4.4334
3.305	-4.4305
3.3075	-4.4275
3.31	-4.4246
3.3125	-4.4216
3.315	-4.4186
3.3175	-4.4157
3.32	-4.4127
3.3225	-4.4097
3.325	-4.4068
3.3275	-4.4038
3.33	-4.4009
3.3325	-4.3979
3.335	-4.395
3.3375	-4.392
3.34	-4.3891
3.3425	-4.3861
3.345	-4.3832
3.3475	-4.3802
3.35	-4.3773
3.3525	-4.3744
3.355	-4.3714
3.3575	-4.3685
3.36	-4.3656
3.3625	-4.3626
3.365	-4.3597
3.3675	-4.3568
3.37	-4.3539
3.3725	-4.3509
3.375	-4.348
3.3775	-4.3451
3.38	-4.3422
3.3825	-4.3392
3.385	-4.3363
3.3875	-4.3334
3.39	-4.3306
3.3925	-4.3276
3.395	-4.3247
3.3975	-4.3218
3.4	-4.3189
3.4025	-4.316
3.405	-4.3131
3.4075	-4.3102
3.41	-4.3073
3.4125	-4.3044
3.415	-4.3016
3.4175	-4.2987
3.42	-4.2958
3.4225	-4.2929
3.425	-4.29
3.4275	-4.2872
3.43	-4.2843
3.4325	-4.2814
