0.75	-1.2
0.775	-1.1438
0.8	-1.0878
0.825	-1.032
0.85	-0.97648
0.875	-0.92148
0.9	-0.86708
0.925	-0.81342
0.95	-0.76066
0.975	-0.70895
1	-0.65845
1.025	-0.60935
1.05	-0.56182
1.075	-0.51607
1.1	-0.47231
1.125	-0.43075
1.15	-0.39164
1.175	-0.35522
1.2	-0.32178
1.225	-0.29159
1.25	-0.26498
1.275	-0.2423
1.3	-0.22392
1.325	-0.21025
1.35	-0.20176
1.375	-0.19892
1.4	-0.2023
1.425	-0.21247
1.45	-0.23009
1.475	-0.25583
1.5	-0.29042
1.525	-0.33459
1.55	-0.38905
1.575	-0.4544
1.6	-0.5311
1.625	-0.61931
1.65	-0.71873
1.675	-0.82848
1.7	-0.94696
1.725	-1.0718
1.75	-1.2
