1.5	-2.4
1.5025	-2.3956
1.505	-2.3913
1.5075	-2.3869
1.51	-2.3826
1.5125	-2.3782
1.515	-2.3739
1.5175	-2.3695
1.52	-2.3652
1.5225	-2.3608
1.525	-2.3565
1.5275	-2.3521
1.53	-2.3477
1.5325	-2.3434
1.535	-2.339
1.5375	-2.3347
1.54	-2.3303
1.5425	-2.326
1.545	-2.3216
1.5475	-2.3173
1.55	-2.3129
1.5525	-2.3086
1.555	-2.3042
1.5575	-2.2998
1.56	-2.2955
1.5625	-2.2911
1.565	-2.2868
1.5675	-2.2824
1.57	-2.2781
1.5725	-2.2737
1.575	-2.2694
1.5775	-2.265
1.58	-2.2607
1.5825	-2.2563
1.585	-2.252
1.5875	-2.2476
1.59	-2.2433
1.5925	-2.2389
1.595	-2.2346
1.5975	-2.2302
1.6	-2.2259
1.6025	-2.2215
1.605	-2.2172
1.6075	-2.2128
1.61	-2.2085
1.6125	-2.2042
1.615	-2.1998
1.6175	-2.1955
1.62	-2.1911
1.6225	-2.1868
1.625	-2.1825
1.6275	-2.1781
1.63	-2.1738
1.6325	-2.1694
1.635	-2.1651
1.6375	-2.1608
1.64	-2.1565
1.6425	-2.1521
1.645	-2.1478
1.6475	-2.1435
1.65	-2.1392
1.6525	-2.1348
1.655	-2.1305
1.6575	-2.1262
1.66	-2.1219
1.6625	-2.1176
1.665	-2.1133
1.6675	-2.1089
1.67	-2.1046
1.6725	-2.1003
1.675	-2.096
1.6775	-2.0917
1.68	-2.0874
1.6825	-2.0831
1.685	-2.0788
1.6875	-2.0746
1.69	-2.0703
1.6925	-2.066
1.695	-2.0617
1.6975	-2.0574
1.7	-2.0532
1.7025	-2.0489
1.705	-2.0446
1.7075	-2.0404
1.71	-2.0361
1.7125	-2.0319
1.715	-2.0276
1.7175	-2.0234
1.72	-2.0191
1.7225	-2.0149
1.725	-2.0107
1.7275	-2.0064
1.73	-2.0022
1.7325	-1.998
1.735	-1.9938
1.7375	-1.9896
1.74	-1.9853
1.7425	-1.9811
1.745	-1.9769
1.7475	-1.9728
1.75	-1.9686
1.7525	-1.9644
1.755	-1.9602
1.7575	-1.956
1.76	-1.9519
1.7625	-1.9477
1.765	-1.9436
1.7675	-1.9394
1.77	-1.9353
1.7725	-1.9311
1.775	-1.927
1.7775	-1.9229
1.78	-1.9188
1.7825	-1.9147
1.785	-1.9106
1.7875	-1.9065
1.79	-1.9024
1.7925	-1.8983
1.795	-1.8942
1.7975	-1.8902
1.8	-1.8861
1.8025	-1.882
1.805	-1.878
1.8075	-1.874
1.81	-1.8699
1.8125	-1.866
1.815	-1.8619
1.8175	-1.858
1.82	-1.854
1.8225	-1.85
1.825	-1.8461
1.8275	-1.8421
1.83	-1.8382
1.8325	-1.8342
1.835	-1.8303
1.8375	-1.8264
1.84	-1.8225
1.8425	-1.8186
1.845	-1.8147
1.8475	-1.8108
1.85	-1.8069
1.8525	-1.803
1.855	-1.7991
1.8575	-1.7953
1.86	-1.7915
1.8625	-1.7876
1.865	-1.7838
1.8675	-1.7799
1.87	-1.7762
1.8725	-1.7723
1.875	-1.7686
1.8775	-1.7648
1.88	-1.761
1.8825	-1.7572
1.885	-1.7535
1.8875	-1.7497
1.89	-1.746
1.8925	-1.7423
1.895	-1.7386
1.8975	-1.7348
1.9	-1.7312
1.9025	-1.7274
1.905	-1.7238
1.9075	-1.7201
1.91	-1.7165
1.9125	-1.7129
1.915	-1.7092
1.9175	-1.7056
1.92	-1.702
1.9225	-1.6984
1.925	-1.6948
1.9275	-1.6912
1.93	-1.6877
1.9325	-1.6841
1.935	-1.6806
1.9375	-1.677
1.94	-1.6735
1.9425	-1.67
1.945	-1.6665
1.9475	-1.663
1.95	-1.6596
1.9525	-1.6562
1.955	-1.6527
1.9575	-1.6493
1.96	-1.6459
1.9625	-1.6425
1.965	-1.6391
1.9675	-1.6357
1.97	-1.6324
1.9725	-1.629
1.975	-1.6257
1.9775	-1.6224
1.98	-1.6191
1.9825	-1.6157
1.985	-1.6125
1.9875	-1.6093
1.99	-1.606
1.9925	-1.6028
1.995	-1.5996
1.9975	-1.5964
2	-1.5932
2.0025	-1.59
2.005	-1.5869
2.0075	-1.5838
2.01	-1.5807
2.0125	-1.5775
2.015	-1.5745
2.0175	-1.5714
2.02	-1.5683
2.0225	-1.5653
2.025	-1.5623
2.0275	-1.5593
2.03	-1.5563
2.0325	-1.5533
2.035	-1.5504
2.0375	-1.5475
2.04	-1.5446
2.0425	-1.5417
2.045	-1.5388
2.0475	-1.536
2.05	-1.5332
2.0525	-1.5304
2.055	-1.5276
2.0575	-1.5248
2.06	-1.5221
2.0625	-1.5193
2.065	-1.5166
2.0675	-1.514
2.07	-1.5113
2.0725	-1.5087
2.075	-1.5061
2.0775	-1.5035
2.08	-1.5009
2.0825	-1.4983
2.085	-1.4958
2.0875	-1.4933
2.09	-1.4908
2.0925	-1.4884
2.095	-1.486
2.0975	-1.4835
2.1	-1.4811
2.1025	-1.4788
2.105	-1.4765
2.1075	-1.4742
2.11	-1.4719
2.1125	-1.4696
2.115	-1.4674
2.1175	-1.4652
2.12	-1.4631
2.1225	-1.4609
2.125	-1.4588
2.1275	-1.4567
2.13	-1.4546
2.1325	-1.4527
2.135	-1.4507
2.1375	-1.4487
2.14	-1.4467
2.1425	-1.4448
2.145	-1.4429
2.1475	-1.4412
2.15	-1.4393
2.1525	-1.4376
2.155	-1.4358
2.1575	-1.4341
2.16	-1.4323
2.1625	-1.4307
2.165	-1.4292
2.1675	-1.4277
2.17	-1.4262
2.1725	-1.4246
2.175	-1.4231
2.1775	-1.4216
2.18	-1.4202
2.1825	-1.419
2.185	-1.4178
2.1875	-1.4166
2.19	-1.4154
2.1925	-1.414
2.195	-1.4128
2.1975	-1.4116
2.2	-1.4105
2.2025	-1.4096
2.205	-1.4089
2.2075	-1.4081
2.21	-1.4073
2.2125	-1.4064
2.215	-1.4054
2.2175	-1.4044
2.22	-1.4035
2.2225	-1.4028
2.225	-1.4024
2.2275	-1.4022
2.23	-1.4022
2.2325	-1.4022
2.235	-1.4022
2.2375	-1.4023
2.24	-1.4024
2.2425	-1.4024
2.245	-1.403
2.2475	-1.4035
2.25	-1.4038
2.2525	-1.4039
2.255	-1.4043
2.2575	-1.4046
2.26	-1.4052
2.2625	-1.4057
2.265	-1.4063
2.2675	-1.4067
2.27	-1.4073
2.2725	-1.4077
2.275	-1.4087
2.2775	-1.4095
2.28	-1.4108
2.2825	-1.4117
2.285	-1.4129
2.2875	-1.4138
2.29	-1.4148
2.2925	-1.4159
2.295	-1.4169
2.2975	-1.4181
2.3	-1.4192
2.3025	-1.4202
2.305	-1.4214
2.3075	-1.4224
2.31	-1.4238
2.3125	-1.425
2.315	-1.4267
2.3175	-1.4284
2.32	-1.4305
2.3225	-1.4326
2.325	-1.435
2.3275	-1.4375
2.33	-1.4402
2.3325	-1.4431
2.335	-1.4461
2.3375	-1.4492
2.34	-1.4525
2.3425	-1.4559
2.345	-1.4595
2.3475	-1.4632
2.35	-1.4671
2.3525	-1.4711
2.355	-1.4753
2.3575	-1.4797
2.36	-1.4842
2.3625	-1.4889
2.365	-1.4938
2.3675	-1.4988
2.37	-1.5041
2.3725	-1.5096
2.375	-1.5152
2.3775	-1.5211
2.38	-1.5272
2.3825	-1.5335
2.385	-1.5401
2.3875	-1.5469
2.39	-1.554
2.3925	-1.5613
2.395	-1.5689
2.3975	-1.5768
2.4	-1.585
2.4025	-1.5935
2.405	-1.6023
2.4075	-1.6114
2.41	-1.6209
2.4125	-1.6308
2.415	-1.6411
2.4175	-1.6517
2.42	-1.6628
2.4225	-1.6743
2.425	-1.6862
2.4275	-1.6987
2.43	-1.7116
2.4325	-1.7251
2.435	-1.7391
2.4375	-1.7537
2.44	-1.7689
2.4425	-1.7848
2.445	-1.8013
2.4475	-1.8186
2.45	-1.8366
2.4525	-1.8554
2.455	-1.8751
2.4575	-1.8956
2.46	-1.917
2.4625	-1.9394
2.465	-1.9628
2.4675	-1.9873
2.47	-2.0128
2.4725	-2.0395
2.475	-2.0673
2.4775	-2.0962
2.48	-2.1263
2.4825	-2.1575
2.485	-2.1898
2.4875	-2.2231
2.49	-2.2573
2.4925	-2.2922
2.495	-2.3278
2.4975	-2.3638
2.5	-2.4
